variant,profile,mode,count,cycles_per_txn,accepted_per_cycle,min,mean,p50,p95,p99,max,throughput_txn_per_cycle
b1,uniform_random_modes,Q4_ENC,50113,11.8459,0.084418,27,207.431,209,267,288,333,0.021152
b1,uniform_random_modes,Q4_DEC,50137,11.8459,0.084418,10,195.229,197,255,276,338,0.021162
b1,realistic_reconstructed_mix_SIMULATED,Q8_ENC,39697,8.0609,0.124056,26,150.567,151,216,242,297,0.024623
b1,realistic_reconstructed_mix_SIMULATED,Q8_DEC,80322,8.0609,0.124056,10,135.122,134,202,227,287,0.049822
b1,realistic_reconstructed_mix_SIMULATED,Q4_ENC,20080,8.0609,0.124056,25,146.948,147,212,238,282,0.012455
b1,realistic_reconstructed_mix_SIMULATED,Q4_DEC,59901,8.0609,0.124056,10,135.146,135,201,227,294,0.037155
b1,10pct_Q8ENC_90pct_other,Q8_ENC,20026,9.6528,0.103597,37,175.575,176,237,260,314,0.010373
b1,10pct_Q8ENC_90pct_other,Q8_DEC,60068,9.6528,0.103597,9,160.546,161,222,245,297,0.031114
b1,10pct_Q8ENC_90pct_other,Q4_ENC,59890,9.6528,0.103597,15,172.771,173,234,257,314,0.031022
b1,10pct_Q8ENC_90pct_other,Q4_DEC,60016,9.6528,0.103597,36,160.173,161,223,246,299,0.031087
b1,20pct_Q8ENC_80pct_other,Q8_ENC,40227,11.2116,0.089193,16,200.468,202,261,283,328,0.017940
b1,20pct_Q8ENC_80pct_other,Q8_DEC,54195,11.2116,0.089193,9,184.963,186,246,269,322,0.024169
b1,20pct_Q8ENC_80pct_other,Q4_ENC,53830,11.2116,0.089193,32,197.608,199,258,280,335,0.024006
b1,20pct_Q8ENC_80pct_other,Q4_DEC,51748,11.2116,0.089193,19,185.095,186,246,269,315,0.023078
b1,25pct_Q8ENC_75pct_other,Q8_ENC,49931,11.8608,0.084311,28,210.627,213,269,289,342,0.021049
b1,25pct_Q8ENC_75pct_other,Q8_DEC,50098,11.8608,0.084311,11,195.493,197,255,276,327,0.021119
b1,25pct_Q8ENC_75pct_other,Q4_ENC,50040,11.8608,0.084311,51,207.525,209,267,287,329,0.021095
b1,25pct_Q8ENC_75pct_other,Q4_DEC,49931,11.8608,0.084311,12,195.757,197,255,276,333,0.021049
b1,40pct_Q8ENC_60pct_other,Q8_ENC,80006,13.9057,0.071913,23,243.094,245,298,316,364,0.028767
b1,40pct_Q8ENC_60pct_other,Q8_DEC,39660,13.9057,0.071913,30,228.030,230,284,302,339,0.014260
b1,40pct_Q8ENC_60pct_other,Q4_ENC,40032,13.9057,0.071913,87,239.952,242,295,312,358,0.014394
b1,40pct_Q8ENC_60pct_other,Q4_DEC,40302,13.9057,0.071913,30,228.248,230,284,303,339,0.014491
b1,60pct_Q8ENC_40pct_other,Q8_ENC,120067,16.3679,0.061095,27,282.038,284,328,342,376,0.036678
b1,60pct_Q8ENC_40pct_other,Q8_DEC,28084,16.3679,0.061095,34,267.617,270,314,329,360,0.008579
b1,60pct_Q8ENC_40pct_other,Q4_ENC,25784,16.3679,0.061095,24,279.018,282,325,339,370,0.007876
b1,60pct_Q8ENC_40pct_other,Q4_DEC,26065,16.3679,0.061095,63,267.745,270,314,330,360,0.007962
b1,100pct_Q8_ENC,Q8_ENC,200000,20.7082,0.048290,24,351.022,347,373,375,386,0.048290
b1,100pct_Q8_DEC,Q8_DEC,200000,2.0197,0.495128,9,51.610,50,94,105,129,0.495128
b1,100pct_Q4_ENC,Q4_ENC,200000,17.7082,0.056471,20,300.022,296,322,324,336,0.056471
b1,100pct_Q4_DEC,Q4_DEC,200000,2.0257,0.493665,9,51.156,50,94,106,144,0.493665
b1,alt_Q8ENC_Q4DEC,Q8_ENC,100000,14.3533,0.069670,23,250.353,249,262,264,275,0.034835
b1,alt_Q8ENC_Q4DEC,Q4_DEC,100000,14.3533,0.069670,30,237.648,235,249,251,260,0.034835
b1,alt_Q8ENC_Q8DEC,Q8_ENC,100000,14.3533,0.069670,23,250.356,249,262,264,275,0.034835
b1,alt_Q8ENC_Q8DEC,Q8_DEC,100000,14.3533,0.069670,32,237.650,235,249,251,263,0.034835
b1,alt_Q4ENC_Q4DEC,Q4_ENC,100000,12.8533,0.077801,20,223.356,222,235,237,248,0.038900
b1,alt_Q4ENC_Q4DEC,Q4_DEC,100000,12.8533,0.077801,31,213.651,211,225,227,237,0.038900
b1,adversarial_HOL_pattern,Q8_ENC,33334,5.4512,0.183445,28,97.160,100,103,106,114,0.030575
b1,adversarial_HOL_pattern,Q8_DEC,100000,5.4512,0.183445,30,97.229,98,112,115,126,0.091722
b1,adversarial_HOL_pattern,Q4_DEC,66666,5.4512,0.183445,30,102.629,104,111,114,127,0.061148
b2,uniform_random_modes,Q8_ENC,49909,7.9675,0.125510,27,149.735,148,201,225,294,0.031320
b2,uniform_random_modes,Q8_DEC,49955,7.9675,0.125510,38,138.204,137,187,210,270,0.031349
b2,uniform_random_modes,Q4_ENC,50378,7.9675,0.125510,27,146.445,145,195,219,269,0.031615
b2,uniform_random_modes,Q4_DEC,49758,7.9675,0.125510,21,138.291,137,188,211,280,0.031226
b2,realistic_reconstructed_mix_SIMULATED,Q8_ENC,39970,5.7733,0.173211,24,113.850,113,166,191,259,0.034616
b2,realistic_reconstructed_mix_SIMULATED,Q8_DEC,79860,5.7733,0.173211,22,101.775,101,152,175,247,0.069163
b2,realistic_reconstructed_mix_SIMULATED,Q4_ENC,19859,5.7733,0.173211,24,108.006,106,159,182,234,0.017199
b2,realistic_reconstructed_mix_SIMULATED,Q4_DEC,60311,5.7733,0.173211,23,101.972,101,152,175,259,0.052233
b2,10pct_Q8ENC_90pct_other,Q8_ENC,20066,6.9170,0.144570,26,128.227,128,177,199,249,0.014505
b2,10pct_Q8ENC_90pct_other,Q8_DEC,59776,6.9170,0.144570,9,120.461,119,171,193,251,0.043209
b2,10pct_Q8ENC_90pct_other,Q4_ENC,60527,6.9170,0.144570,22,131.009,130,183,205,263,0.043752
b2,10pct_Q8ENC_90pct_other,Q4_DEC,59631,6.9170,0.144570,14,120.202,119,170,192,258,0.043104
b2,20pct_Q8ENC_80pct_other,Q8_ENC,40049,7.5183,0.133009,12,141.221,140,190,212,278,0.026634
b2,20pct_Q8ENC_80pct_other,Q8_DEC,53963,7.5183,0.133009,34,130.826,130,178,200,262,0.035888
b2,20pct_Q8ENC_80pct_other,Q4_ENC,53969,7.5183,0.133009,11,139.749,139,188,208,255,0.035892
b2,20pct_Q8ENC_80pct_other,Q4_DEC,52019,7.5183,0.133009,9,130.792,130,178,200,245,0.034595
b2,25pct_Q8ENC_75pct_other,Q8_ENC,50012,7.9164,0.126319,35,148.864,147,199,222,299,0.031587
b2,25pct_Q8ENC_75pct_other,Q8_DEC,50391,7.9164,0.126319,9,137.366,137,186,208,267,0.031827
b2,25pct_Q8ENC_75pct_other,Q4_ENC,49703,7.9164,0.126319,9,145.648,144,195,217,285,0.031392
b2,25pct_Q8ENC_75pct_other,Q4_DEC,49894,7.9164,0.126319,9,137.497,137,187,208,278,0.031513
b2,40pct_Q8ENC_60pct_other,Q8_ENC,80110,9.8713,0.101304,25,182.893,182,242,271,344,0.040577
b2,40pct_Q8ENC_60pct_other,Q8_DEC,40161,9.8713,0.101304,48,168.552,167,227,253,326,0.020342
b2,40pct_Q8ENC_60pct_other,Q4_ENC,39780,9.8713,0.101304,62,174.669,173,233,257,324,0.020149
b2,40pct_Q8ENC_60pct_other,Q4_DEC,39949,9.8713,0.101304,22,168.529,167,227,255,344,0.020235
b2,60pct_Q8ENC_40pct_other,Q8_ENC,119925,13.3362,0.074984,25,239.080,239,305,330,390,0.044962
b2,60pct_Q8ENC_40pct_other,Q8_DEC,28253,13.3362,0.074984,38,222.289,222,285,310,372,0.010593
b2,60pct_Q8ENC_40pct_other,Q4_ENC,25819,13.3362,0.074984,46,225.672,226,288,311,366,0.009680
b2,60pct_Q8ENC_40pct_other,Q4_DEC,26003,13.3362,0.074984,33,222.060,221,285,310,376,0.009749
b2,100pct_Q8_ENC,Q8_ENC,200000,21.7082,0.046066,24,368.014,364,390,392,404,0.046066
b2,100pct_Q8_DEC,Q8_DEC,200000,2.0236,0.494170,9,52.754,53,93,103,127,0.494170
b2,100pct_Q4_ENC,Q4_ENC,200000,18.7082,0.053452,21,317.020,313,339,341,353,0.053452
b2,100pct_Q4_DEC,Q4_DEC,200000,2.0282,0.493041,9,50.548,50,93,105,126,0.493041
b2,alt_Q8ENC_Q4DEC,Q8_ENC,100000,10.8534,0.092137,24,195.349,194,207,209,219,0.046069
b2,alt_Q8ENC_Q4DEC,Q4_DEC,100000,10.8534,0.092137,24,196.339,195,208,211,222,0.046069
b2,alt_Q8ENC_Q8DEC,Q8_ENC,100000,10.8533,0.092138,25,195.358,194,207,209,219,0.046069
b2,alt_Q8ENC_Q8DEC,Q8_DEC,100000,10.8533,0.092138,31,196.362,195,208,211,222,0.046069
b2,alt_Q4ENC_Q4DEC,Q4_ENC,100000,9.3533,0.106914,21,168.362,167,180,182,191,0.053457
b2,alt_Q4ENC_Q4DEC,Q4_DEC,100000,9.3533,0.106914,24,169.305,168,180,183,194,0.053457
b2,adversarial_HOL_pattern,Q8_ENC,33334,4.2846,0.233396,25,77.354,80,83,86,93,0.038900
b2,adversarial_HOL_pattern,Q8_DEC,100000,4.2846,0.233396,28,82.973,84,93,96,110,0.116698
b2,adversarial_HOL_pattern,Q4_DEC,66666,4.2846,0.233396,30,84.274,86,92,95,107,0.077798
b3split,uniform_random_modes,Q8_ENC,44366,6.2855,0.159095,24,133.572,133,166,182,211,0.035292
b3split,uniform_random_modes,Q8_DEC,56081,6.2855,0.159095,9,129.774,129,161,176,216,0.044611
b3split,uniform_random_modes,Q4_ENC,43652,6.2855,0.159095,74,130.391,130,159,174,202,0.034724
b3split,uniform_random_modes,Q4_DEC,55901,6.2855,0.159095,9,129.814,129,161,178,217,0.044468
b3split,realistic_reconstructed_mix_SIMULATED,Q8_ENC,56515,6.7016,0.149219,25,143.194,142,182,200,215,0.042166
b3split,realistic_reconstructed_mix_SIMULATED,Q8_DEC,65423,6.7016,0.149219,21,137.836,137,178,193,217,0.048812
b3split,realistic_reconstructed_mix_SIMULATED,Q4_ENC,28599,6.7016,0.149219,24,134.669,134,169,183,209,0.021338
b3split,realistic_reconstructed_mix_SIMULATED,Q4_DEC,49463,6.7016,0.149219,24,138.094,137,178,193,214,0.036904
b3split,10pct_Q8ENC_90pct_other,Q8_ENC,21527,6.4844,0.154215,43,131.476,131,160,167,188,0.016599
b3split,10pct_Q8ENC_90pct_other,Q8_DEC,56561,6.4844,0.154215,25,133.420,133,164,177,194,0.043613
b3split,10pct_Q8ENC_90pct_other,Q4_ENC,64650,6.4844,0.154215,11,137.004,137,167,179,190,0.049850
b3split,10pct_Q8ENC_90pct_other,Q4_DEC,57262,6.4844,0.154215,10,133.505,133,164,176,194,0.044153
b3split,20pct_Q8ENC_80pct_other,Q8_ENC,37131,6.1957,0.161402,74,130.554,130,160,173,207,0.029965
b3split,20pct_Q8ENC_80pct_other,Q8_DEC,57433,6.1957,0.161402,15,128.081,127,157,170,207,0.046349
b3split,20pct_Q8ENC_80pct_other,Q4_ENC,50503,6.1957,0.161402,21,129.941,129,158,171,195,0.040756
b3split,20pct_Q8ENC_80pct_other,Q4_DEC,54933,6.1957,0.161402,15,127.985,127,157,170,205,0.044332
b3split,25pct_Q8ENC_75pct_other,Q8_ENC,44154,6.2637,0.159649,24,133.182,132,164,181,213,0.035246
b3split,25pct_Q8ENC_75pct_other,Q8_DEC,55898,6.2637,0.159649,46,129.416,128,160,176,214,0.044620
b3split,25pct_Q8ENC_75pct_other,Q4_ENC,43906,6.2637,0.159649,30,129.929,129,159,173,201,0.035048
b3split,25pct_Q8ENC_75pct_other,Q4_DEC,56042,6.2637,0.159649,51,129.420,128,160,175,214,0.044735
b3split,40pct_Q8ENC_60pct_other,Q8_ENC,59308,6.9178,0.144555,13,146.806,146,184,202,214,0.042866
b3split,40pct_Q8ENC_60pct_other,Q8_DEC,55390,6.9178,0.144555,54,141.709,140,180,195,213,0.040035
b3split,40pct_Q8ENC_60pct_other,Q4_ENC,29385,6.9178,0.144555,33,138.206,137,172,184,204,0.021239
b3split,40pct_Q8ENC_60pct_other,Q4_DEC,55917,6.9178,0.144555,9,141.789,141,180,194,214,0.040415
b3split,60pct_Q8ENC_40pct_other,Q8_ENC,73395,8.0067,0.124895,24,165.631,168,201,207,217,0.045833
b3split,60pct_Q8ENC_40pct_other,Q8_DEC,57572,8.0067,0.124895,59,159.816,161,193,204,218,0.035952
b3split,60pct_Q8ENC_40pct_other,Q4_ENC,15990,8.0067,0.124895,84,152.826,153,185,191,203,0.009985
b3split,60pct_Q8ENC_40pct_other,Q4_DEC,53043,8.0067,0.124895,86,159.906,161,193,205,221,0.033124
b3split,100pct_Q8_ENC,Q8_ENC,200000,21.7082,0.046066,24,194.367,199,208,211,220,0.046066
b3split,100pct_Q8_DEC,Q8_DEC,200000,2.0345,0.491518,9,36.175,36,64,72,93,0.491518
b3split,100pct_Q4_ENC,Q4_ENC,200000,18.7082,0.053452,21,167.367,172,181,184,195,0.053452
b3split,100pct_Q4_DEC,Q4_DEC,200000,2.0366,0.491025,9,37.189,37,65,73,96,0.491025
b3split,alt_Q8ENC_Q4DEC,Q8_ENC,100000,10.8533,0.092137,25,195.359,194,207,209,220,0.046069
b3split,alt_Q8ENC_Q4DEC,Q4_DEC,100000,10.8533,0.092137,25,196.366,195,208,211,228,0.046069
b3split,alt_Q8ENC_Q8DEC,Q8_ENC,100000,10.8533,0.092138,24,195.357,194,207,209,218,0.046069
b3split,alt_Q8ENC_Q8DEC,Q8_DEC,100000,10.8533,0.092138,27,196.350,195,208,211,224,0.046069
b3split,alt_Q4ENC_Q4DEC,Q4_ENC,100000,9.3533,0.106914,21,168.368,167,180,182,193,0.053457
b3split,alt_Q4ENC_Q4DEC,Q4_DEC,100000,9.3533,0.106914,25,169.366,168,181,184,199,0.053457
b3split,adversarial_HOL_pattern,Q8_ENC,33334,3.6179,0.276405,24,61.435,64,67,70,78,0.046068
b3split,adversarial_HOL_pattern,Q8_DEC,100000,3.6179,0.276405,25,54.152,53,67,70,81,0.138202
b3split,adversarial_HOL_pattern,Q4_DEC,66666,3.6179,0.276405,25,55.129,54,67,70,79,0.092134
r1,uniform_random_modes,Q8_ENC,51102,7.8553,0.127302,26,143.885,143,177,192,233,0.032527
r1,uniform_random_modes,Q8_DEC,49079,7.8553,0.127302,9,141.526,140,173,189,233,0.031239
r1,uniform_random_modes,Q4_ENC,50907,7.8553,0.127302,9,141.151,140,172,185,234,0.032403
r1,uniform_random_modes,Q4_DEC,48912,7.8553,0.127302,9,141.366,140,173,188,235,0.031133
r1,realistic_reconstructed_mix_SIMULATED,Q8_ENC,66513,8.3194,0.120201,12,151.633,151,190,205,240,0.039975
r1,realistic_reconstructed_mix_SIMULATED,Q8_DEC,57030,8.3194,0.120201,12,148.016,147,186,203,238,0.034275
r1,realistic_reconstructed_mix_SIMULATED,Q4_ENC,33281,8.3194,0.120201,65,144.176,143,179,193,224,0.020002
r1,realistic_reconstructed_mix_SIMULATED,Q4_DEC,43176,8.3194,0.120201,11,148.046,147,187,204,237,0.025949
r1,10pct_Q8ENC_90pct_other,Q8_ENC,25095,8.0862,0.123667,72,141.758,141,170,183,210,0.015517
r1,10pct_Q8ENC_90pct_other,Q8_DEC,49628,8.0862,0.123667,9,144.441,144,176,188,225,0.030687
r1,10pct_Q8ENC_90pct_other,Q4_ENC,75479,8.0862,0.123667,8,146.527,146,177,189,225,0.046671
r1,10pct_Q8ENC_90pct_other,Q4_DEC,49798,8.0862,0.123667,14,144.308,144,175,188,226,0.030792
r1,20pct_Q8ENC_80pct_other,Q8_ENC,43412,7.7936,0.128310,25,141.532,140,173,187,222,0.027851
r1,20pct_Q8ENC_80pct_other,Q8_DEC,49884,7.7936,0.128310,9,140.199,139,171,185,226,0.032003
r1,20pct_Q8ENC_80pct_other,Q4_ENC,58314,7.7936,0.128310,9,141.042,140,171,185,224,0.037411
r1,20pct_Q8ENC_80pct_other,Q4_DEC,48390,7.7936,0.128310,9,140.188,139,171,185,220,0.031045
r1,25pct_Q8ENC_75pct_other,Q8_ENC,50907,7.8586,0.127249,52,143.841,143,177,192,250,0.032389
r1,25pct_Q8ENC_75pct_other,Q8_DEC,49052,7.8586,0.127249,80,141.484,140,173,188,228,0.031209
r1,25pct_Q8ENC_75pct_other,Q4_ENC,51104,7.8586,0.127249,23,141.248,140,172,186,228,0.032515
r1,25pct_Q8ENC_75pct_other,Q4_DEC,48937,7.8586,0.127249,32,141.474,140,174,189,225,0.031136
r1,40pct_Q8ENC_60pct_other,Q8_ENC,68028,8.4946,0.117722,24,155.860,155,192,207,250,0.040042
r1,40pct_Q8ENC_60pct_other,Q8_DEC,48822,8.4946,0.117722,57,152.298,151,189,206,249,0.028737
r1,40pct_Q8ENC_60pct_other,Q4_ENC,34389,8.4946,0.117722,34,148.322,147,182,196,245,0.020242
r1,40pct_Q8ENC_60pct_other,Q4_DEC,48761,8.4946,0.117722,52,152.384,151,189,205,249,0.028701
r1,60pct_Q8ENC_40pct_other,Q8_ENC,84180,9.5628,0.104571,26,172.104,172,206,212,245,0.044014
r1,60pct_Q8ENC_40pct_other,Q8_DEC,50600,9.5628,0.104571,25,168.303,169,203,213,241,0.026457
r1,60pct_Q8ENC_40pct_other,Q4_ENC,18534,9.5628,0.104571,71,160.329,161,191,202,229,0.009691
r1,60pct_Q8ENC_40pct_other,Q4_DEC,46686,9.5628,0.104571,70,168.414,169,203,212,240,0.024410
r1,100pct_Q8_ENC,Q8_ENC,200000,21.7082,0.046066,24,194.371,199,208,211,224,0.046066
r1,100pct_Q8_DEC,Q8_DEC,200000,2.0393,0.490356,9,35.754,35,64,73,93,0.490356
r1,100pct_Q4_ENC,Q4_ENC,200000,18.7082,0.053452,22,167.375,172,181,184,196,0.053452
r1,100pct_Q4_DEC,Q4_DEC,200000,2.0386,0.490525,9,36.991,36,65,73,97,0.490525
r1,alt_Q8ENC_Q4DEC,Q8_ENC,100000,10.8533,0.092138,24,195.350,194,207,209,220,0.046069
r1,alt_Q8ENC_Q4DEC,Q4_DEC,100000,10.8533,0.092138,24,196.348,195,208,211,221,0.046069
r1,alt_Q8ENC_Q8DEC,Q8_ENC,100000,10.8534,0.092137,24,195.356,194,207,209,221,0.046069
r1,alt_Q8ENC_Q8DEC,Q8_DEC,100000,10.8534,0.092137,25,196.359,195,208,211,226,0.046069
r1,alt_Q4ENC_Q4DEC,Q4_ENC,100000,9.3533,0.106914,21,168.369,167,180,182,192,0.053457
r1,alt_Q4ENC_Q4DEC,Q4_DEC,100000,9.3533,0.106914,23,169.316,168,180,183,196,0.053457
r1,adversarial_HOL_pattern,Q8_ENC,33334,6.6667,0.149998,24,73.004,73,77,79,92,0.025000
r1,adversarial_HOL_pattern,Q8_DEC,100000,6.6667,0.149998,24,72.032,72,75,77,88,0.074999
r1,adversarial_HOL_pattern,Q4_DEC,66666,6.6667,0.149998,31,72.007,72,75,77,86,0.049999
r2,uniform_random_modes,Q8_ENC,48228,7.0535,0.141774,13,136.360,135,168,183,225,0.034187
r2,uniform_random_modes,Q8_DEC,51861,7.0535,0.141774,32,132.695,131,164,180,225,0.036763
r2,uniform_random_modes,Q4_ENC,48464,7.0535,0.141774,10,133.319,133,162,176,208,0.034355
r2,uniform_random_modes,Q4_DEC,51447,7.0535,0.141774,11,132.809,132,164,180,225,0.036469
r2,realistic_reconstructed_mix_SIMULATED,Q8_ENC,62633,7.4448,0.134322,24,143.843,143,182,198,227,0.042065
r2,realistic_reconstructed_mix_SIMULATED,Q8_DEC,60285,7.4448,0.134322,11,138.801,138,179,193,222,0.040488
r2,realistic_reconstructed_mix_SIMULATED,Q4_ENC,31326,7.4448,0.134322,22,135.478,135,170,184,221,0.021039
r2,realistic_reconstructed_mix_SIMULATED,Q4_DEC,45756,7.4448,0.134322,11,138.864,138,179,192,222,0.030730
r2,10pct_Q8ENC_90pct_other,Q8_ENC,23946,7.2492,0.137946,26,133.872,133,162,170,202,0.016516
r2,10pct_Q8ENC_90pct_other,Q8_DEC,52363,7.2492,0.137946,10,135.644,135,166,178,197,0.036116
r2,10pct_Q8ENC_90pct_other,Q4_ENC,71030,7.2492,0.137946,26,138.873,139,168,179,214,0.048992
r2,10pct_Q8ENC_90pct_other,Q4_DEC,52661,7.2492,0.137946,10,135.493,135,166,178,196,0.036322
r2,20pct_Q8ENC_80pct_other,Q8_ENC,41280,6.9666,0.143543,51,133.506,133,163,177,208,0.029627
r2,20pct_Q8ENC_80pct_other,Q8_DEC,53021,6.9666,0.143543,18,131.066,130,160,173,206,0.038054
r2,20pct_Q8ENC_80pct_other,Q4_ENC,55038,6.9666,0.143543,21,132.889,132,161,174,198,0.039502
r2,20pct_Q8ENC_80pct_other,Q4_DEC,50661,6.9666,0.143543,52,130.981,130,160,173,209,0.036360
r2,25pct_Q8ENC_75pct_other,Q8_ENC,48383,7.0490,0.141864,12,136.298,135,168,183,228,0.034319
r2,25pct_Q8ENC_75pct_other,Q8_DEC,51301,7.0490,0.141864,10,132.667,132,163,179,213,0.036389
r2,25pct_Q8ENC_75pct_other,Q4_ENC,48248,7.0490,0.141864,12,133.361,133,161,176,203,0.034223
r2,25pct_Q8ENC_75pct_other,Q4_DEC,52068,7.0490,0.141864,39,132.630,132,163,179,215,0.036933
r2,40pct_Q8ENC_60pct_other,Q8_ENC,64842,7.7404,0.129192,25,149.851,148,186,205,220,0.041885
r2,40pct_Q8ENC_60pct_other,Q8_DEC,51504,7.7404,0.129192,42,144.712,143,183,198,225,0.033270
r2,40pct_Q8ENC_60pct_other,Q4_ENC,32394,7.7404,0.129192,25,140.996,140,175,187,215,0.020925
r2,40pct_Q8ENC_60pct_other,Q4_DEC,51260,7.7404,0.129192,43,144.828,143,183,199,221,0.033112
r2,60pct_Q8ENC_40pct_other,Q8_ENC,80412,8.9608,0.111597,24,169.536,170,205,208,222,0.044869
r2,60pct_Q8ENC_40pct_other,Q8_DEC,52975,8.9608,0.111597,28,163.951,165,199,207,223,0.029559
r2,60pct_Q8ENC_40pct_other,Q4_ENC,17296,8.9608,0.111597,90,156.280,158,187,193,212,0.009651
r2,60pct_Q8ENC_40pct_other,Q4_DEC,49317,8.9608,0.111597,25,164.228,165,199,206,222,0.027518
r2,100pct_Q8_ENC,Q8_ENC,200000,21.7082,0.046066,26,194.372,199,208,211,221,0.046066
